"","BIOCHEMICAL","logFC","P.Value","adj.P.Val","Comp"
"IRAK1","IRAK1",0.746898757763975,0.000230036957019923,0.00238439016088382,"group2-group1"
"HPCAL1","HPCAL1",1.51306350931677,0.000235729085564525,0.00243475659754455,"group2-group1"
"NSFL1C","NSFL1C",1.26511195652174,0.000246203727783418,0.00253399118419342,"group2-group1"
"DFFA","DFFA",0.80084798136646,0.000247894509598533,0.00254244088265442,"group2-group1"
"HS1BP3","HS1BP3",1.30672763975155,0.000250892846861692,0.0025641950747438,"group2-group1"
"GMPR2","GMPR2",1.4795099378882,0.000256287256041639,0.00261020086902338,"group2-group1"
"SERPINE2","SERPINE2",0.821560559006211,0.000259476669926939,0.00263350800762654,"group2-group1"
"NAA10","NAA10",1.12958913043478,0.000267769897501534,0.00270827477646015,"group2-group1"
"ESYT2","ESYT2",1.01863726708075,0.000268959786481338,0.00271092915822396,"group2-group1"
"MAVS","MAVS",0.864085403726708,0.000270031172958611,0.00271237497786261,"group2-group1"
"TXN","TXN",0.707215683229814,0.000272344471911319,0.00272624277875611,"group2-group1"
"INPPL1","INPPL1",1.10746847826087,0.000278284873155532,0.00277620028748676,"group2-group1"
"BANK1","BANK1",1.2584352484472,0.000281683619980864,0.0028005483714424,"group2-group1"
"TDRKH","TDRKH",0.866714285714286,0.000293682330473084,0.00290994390499262,"group2-group1"
"GMPR","GMPR",1.1198301242236,0.000302071093319993,0.00298295204653493,"group2-group1"
"ARHGEF12","ARHGEF12",0.682730590062112,0.000308116934100927,0.00302207024550399,"group2-group1"
"PPP1R14A","PPP1R14A",1.8705350931677,0.000308407659595922,0.00302207024550399,"group2-group1"
"CEP170","CEP170",0.86041599378882,0.000309134109957473,0.00302207024550399,"group2-group1"
"CLPP","CLPP",1.12236397515528,0.000311296510978198,0.00303306567196424,"group2-group1"
"TMEM106A","TMEM106A",1.4771799689441,0.000312864136131178,0.00303821219239678,"group2-group1"
"PSRC1","PSRC1",1.05139720496894,0.000314969253075641,0.0030401875440217,"group2-group1"
"MMP1","MMP1",1.26390652173913,0.000315147733779876,0.0030401875440217,"group2-group1"
"VPS53","VPS53",0.586290683229814,0.000318213269939091,0.00305966246063146,"group2-group1"
"BRAP","BRAP",0.899062267080745,0.000321480708981799,0.00308094463066819,"group2-group1"
"VPS37A","VPS37A",0.894229968944099,0.000331805797944633,0.00316950440324236,"group2-group1"
"CASP8","CASP8",0.90370698757764,0.000334692447112013,0.00318666456973425,"group2-group1"
"CASC3","CASC3",0.820475310559006,0.000344318651652331,0.00326767343759664,"group2-group1"
"SNCA","SNCA",2.23006754658385,0.000346117588566593,0.00327411557080955,"group2-group1"
"HSBP1","HSBP1",0.984952950310559,0.000353994510021157,0.00333782565416723,"group2-group1"
"ANGPT1","ANGPT1",1.31831459627329,0.000359413071923877,0.00337802060846782,"group2-group1"
"SSNA1","SSNA1",0.790167391304348,0.000360856906975731,0.00338072031759635,"group2-group1"
"DTYMK","DTYMK",1.37361381987578,0.000365583381627879,0.00341405822523416,"group2-group1"
"NUDT16","NUDT16",1.6695301242236,0.000383803136705574,0.00357279161971462,"group2-group1"
"DNM3","DNM3",0.832611956521739,0.000400389496477017,0.0037153603117534,"group2-group1"
"PTPN1","PTPN1",0.741590838509317,0.000407390270698493,0.00375846793312265,"group2-group1"
"BECN1","BECN1",1.25579549689441,0.000407606683133726,0.00375846793312265,"group2-group1"
"PVALB","PVALB",2.06282686335404,0.000417352558659079,0.00383623122314619,"group2-group1"
"LBR","LBR",0.772512422360248,0.000429635503513784,0.00393675415915609,"group2-group1"
"PDIA4","PDIA4",0.816209627329192,0.000445035943253632,0.00406512519415739,"group2-group1"
"TSPYL1","TSPYL1",0.561999223602485,0.000455575112125359,0.00414057640340187,"group2-group1"
"BIN2","BIN2",0.83025698757764,0.000456129182995348,0.00414057640340187,"group2-group1"
"LAT2","LAT2",0.882333850931677,0.000466285193988336,0.00421966446448268,"group2-group1"
"CPXM1","CPXM1",0.857499844720497,0.000502912365147512,0.00453707667693265,"group2-group1"
"GLB1","GLB1",0.811919875776398,0.000517915363379772,0.004658051098951,"group2-group1"
"NAA80","NAA80",1.3584097826087,0.000562887082926593,0.0050469906239093,"group2-group1"
"OTUD7B","OTUD7B",0.900209627329193,0.000570513779886661,0.00509973020981257,"group2-group1"
"SYAP1","SYAP1",0.688808695652174,0.000578295828404147,0.00515353264154062,"group2-group1"
"ABL1","ABL1",0.751087267080746,0.000628362722923349,0.00558268765685395,"group2-group1"
"IPCEF1","IPCEF1",1.28135683229814,0.000641503703853591,0.00568216765564862,"group2-group1"
"BCR","BCR",0.800484161490683,0.000645197251519649,0.00569761802474904,"group2-group1"
"PRDX3","PRDX3",1.31982795031056,0.000653502002315591,0.00575357335171226,"group2-group1"
"IFIT1","IFIT1",0.885321739130435,0.000658800748830524,0.00578280657306793,"group2-group1"
"PACS2","PACS2",1.02187096273292,0.000668222708633985,0.00584794903394353,"group2-group1"
"CDC27","CDC27",0.815245807453416,0.000672520165993849,0.00586798938865677,"group2-group1"
"PLEKHO1","PLEKHO1",0.521495341614907,0.000693377694835703,0.00601695455412778,"group2-group1"
"TJAP1","TJAP1",0.49815450310559,0.000693709779247712,0.00601695455412778,"group2-group1"
"ITGA6","ITGA6",0.628139596273292,0.000708537201547016,0.00612737940864476,"group2-group1"
"CETN2","CETN2",1.4944450310559,0.000717207776380427,0.0061840658712684,"group2-group1"
"CYB5R2","CYB5R2",0.826437422360248,0.000721596711023863,0.00618976933346963,"group2-group1"
"GORASP2","GORASP2",0.852336180124224,0.000722104462098236,0.00618976933346963,"group2-group1"
"RAPGEF2","RAPGEF2",0.615165372670808,0.000747056309598943,0.00638492863437927,"group2-group1"
"NIT1","NIT1",1.13143555900621,0.000750731454331808,0.00639763277262937,"group2-group1"
"CEP85","CEP85",0.77348649068323,0.00076398166174467,0.00649162324790602,"group2-group1"
"RABGAP1L","RABGAP1L",1.00621475155279,0.000774301292803531,0.00656023964888325,"group2-group1"
"CLEC1B","CLEC1B",0.92884099378882,0.000782500296154153,0.00661054440941789,"group2-group1"
"EDIL3","EDIL3",-0.910895652173913,0.000796328478378403,0.00670797735533162,"group2-group1"
"MAP2K6","MAP2K6",1.18918524844721,0.000807765989704927,0.00678477008019397,"group2-group1"
"STX8","STX8",0.598328881987578,0.000823324756336507,0.00689563972140862,"group2-group1"
"ACOT13","ACOT13",2.19896630434783,0.000828579226674526,0.00691982022734183,"group2-group1"
"SERPINE1","SERPINE1",1.71451832298137,0.000844181495366061,0.00703003564374643,"group2-group1"
"DKK1","DKK1",0.817768322981366,0.000850356157950426,0.00706133820934402,"group2-group1"
"PDZD2","PDZD2",0.682691770186335,0.000891056915217896,0.00737835513649266,"group2-group1"
"CCL17","CCL17",1.30748136645963,0.000902750554602268,0.00745406743249274,"group2-group1"
"FDX2","FDX2",1.38729844720497,0.000968771437064862,0.00797667298743828,"group2-group1"
"NAP1L4","NAP1L4",0.797344720496894,0.00100731635169269,0.00827074633707225,"group2-group1"
"SNX9","SNX9",0.82271801242236,0.00103218187675258,0.00845116982002186,"group2-group1"
"SNX15","SNX15",0.799892236024845,0.00103915770042834,0.00848451943673756,"group2-group1"
"MECR","MECR",1.62228183229814,0.00104582153567345,0.00851514303279524,"group2-group1"
"CNST","CNST",0.525744720496894,0.00105298120832676,0.00854962242205308,"group2-group1"
"LHPP","LHPP",0.875148602484472,0.00106996241991233,0.00866343532798816,"group2-group1"
"PNMA1","PNMA1",0.842112732919255,0.00113615905338596,0.00917401357195348,"group2-group1"
"TRDMT1","TRDMT1",1.03860729813665,0.00119457592636886,0.00961419619992535,"group2-group1"
"PPM1F","PPM1F",0.594667236024844,0.00119725193868383,0.00961419619992535,"group2-group1"
"USP25","USP25",0.740009782608696,0.00124689586929105,0.00996726148599096,"group2-group1"
"VTI1A","VTI1A",0.501742701863354,0.00124803889971697,0.00996726148599096,"group2-group1"
"CCDC134","CCDC134",0.886442701863354,0.0012693658617795,0.010108525051245,"group2-group1"
"STAMBP","STAMBP",0.74342251552795,0.00127264359180916,0.010108525051245,"group2-group1"
"FAM172A","FAM172A",0.871176086956522,0.00131066176836262,0.010382288208466,"group2-group1"
"SOD1","SOD1",0.864654347826088,0.0013192884626518,0.0104223788549492,"group2-group1"
"RRAS","RRAS",1.40946677018634,0.00134706657197267,0.0106131417516876,"group2-group1"
"FAM13A","FAM13A",0.866766304347827,0.00138907813495114,0.0109012188618897,"group2-group1"
"FABP5","FABP5",0.97620248447205,0.00139108950923191,0.0109012188618897,"group2-group1"
"IMPACT","IMPACT",1.00652298136646,0.0014105867646482,0.0110244521739751,"group2-group1"
"RAD23B","RAD23B",1.08228913043478,0.00142362473991096,0.0110620738658444,"group2-group1"
"DNAJB1","DNAJB1",1.51609068322981,0.00142586043047038,0.0110620738658444,"group2-group1"
"PLXNA4","PLXNA4",0.77627701863354,0.00142675396764398,0.0110620738658444,"group2-group1"
"DNAJC9","DNAJC9",1.25142298136646,0.00145175518045195,0.0112261386043943,"group2-group1"
"ARL2BP","ARL2BP",0.851506677018633,0.00146291631400432,0.0112825973241019,"group2-group1"
"DNPH1","DNPH1",0.901955900621118,0.00163928078979106,0.0126095203909454,"group2-group1"
"NDUFS6","NDUFS6",2.14487639751553,0.00164899895537731,0.0126509814870548,"group2-group1"
"ILKAP","ILKAP",0.767558074534161,0.00167034479456798,0.0127811985196916,"group2-group1"
"EIF2AK2","EIF2AK2",1.20411770186335,0.00168158434770688,0.0128336058703583,"group2-group1"
"KYAT1","KYAT1",0.989636801242236,0.00169369142838527,0.0128923438676306,"group2-group1"
"FIS1","FIS1",0.923574223602484,0.00170620675063844,0.0129538761873147,"group2-group1"
"S100A4","S100A4",0.966172204968944,0.00178339643021589,0.0135048387707799,"group2-group1"
"DYNLT1","DYNLT1",0.696062732919255,0.00180890962639136,0.0136544010106239,"group2-group1"
"CCS","CCS",1.02274580745342,0.00181248976808828,0.0136544010106239,"group2-group1"
"GP6","GP6",0.830354968944099,0.00184015940120196,0.0138272131869237,"group2-group1"
"DOCK9","DOCK9",2.29566661490683,0.00193211060602923,0.0144809212857011,"group2-group1"
"PPIF","PPIF",0.888847049689441,0.00194733415172253,0.0145490188894291,"group2-group1"
"PSME1","PSME1",0.63772298136646,0.00195115135294431,0.0145490188894291,"group2-group1"
"PCYT2","PCYT2",1.03731677018634,0.00198462189182796,0.0147609409410003,"group2-group1"
"LARP1","LARP1",0.709485403726708,0.00199465553163426,0.0147979140075303,"group2-group1"
"NT5C","NT5C",1.25761568322981,0.00204848527710729,0.015158791050594,"group2-group1"
"REEP4","REEP4",0.925037888198758,0.00205424282557298,0.0151630095433077,"group2-group1"
"PPME1","PPME1",1.3161448757764,0.00208535843747421,0.0153539111152068,"group2-group1"
"SERPINB6","SERPINB6",0.590187732919254,0.00213825211307469,0.0157037962977822,"group2-group1"
"WASHC3","WASHC3",0.553799068322981,0.00219109662489369,0.0160515675051736,"group2-group1"
"ANXA2","ANXA2",0.596532453416149,0.00222782984517255,0.0162798665935984,"group2-group1"
"MARS1","MARS1",0.637334782608696,0.00224696658704239,0.0163535936408775,"group2-group1"
"DRG2","DRG2",0.71890201863354,0.00224923827318497,0.0163535936408775,"group2-group1"
"PTEN","PTEN",1.07766801242236,0.00225934761607401,0.0163535936408775,"group2-group1"
"EIF1AX","EIF1AX",1.32587391304348,0.00226029826579354,0.0163535936408775,"group2-group1"
"L3HYPDH","L3HYPDH",1.06328462732919,0.00229566296546753,0.0165684514766953,"group2-group1"
"VPS28","VPS28",0.525280279503105,0.00239767314598325,0.017262065531303,"group2-group1"
"PEBP1","PEBP1",0.81061102484472,0.00243831663539594,0.0175115467451163,"group2-group1"
"UROD","UROD",0.911807298136646,0.00246673593260213,0.0176722282622451,"group2-group1"
"STX7","STX7",0.732806521739131,0.00250708693551497,0.0179173963631057,"group2-group1"
"VEGFC","VEGFC",0.504575310559006,0.00251976885840831,0.0179641082271402,"group2-group1"
"GZMB","GZMB",0.795302329192547,0.0026535950691708,0.0188721615260006,"group2-group1"
"PGM2","PGM2",1.34640062111801,0.00272469394638807,0.0193307776827484,"group2-group1"
"APP","APP",0.485005745341615,0.00278093974943613,0.019682050575307,"group2-group1"
"TP53","TP53",0.87609099378882,0.00287720544814956,0.0203141824273941,"group2-group1"
"PSMD1","PSMD1",1.0010650621118,0.00290101211490796,0.0204329118358457,"group2-group1"
"LGALS7_LGALS7B","LGALS7_LGALS7B",-0.58052298136646,0.00303050021009839,0.0212936348897058,"group2-group1"
"F2R","F2R",0.636227329192547,0.00305730676662786,0.0214304740500077,"group2-group1"
"CAMSAP1","CAMSAP1",1.10097717391304,0.00310146126716405,0.0216645008471872,"group2-group1"
"ELOB","ELOB",0.560138819875777,0.00310551688503984,0.0216645008471872,"group2-group1"
"TIMP3","TIMP3",0.913437888198758,0.00312931058215194,0.0217785115038813,"group2-group1"
"ATG4A","ATG4A",1.00780698757764,0.0032011356365666,0.0222254619137391,"group2-group1"
"IFT20","IFT20",0.630136180124224,0.0032481149862063,0.022498199300192,"group2-group1"
"ASAH1","ASAH1",0.646608540372671,0.00332953655003708,0.0230076485478922,"group2-group1"
"TOMM20","TOMM20",0.640487267080746,0.00336224551703833,0.0231788765242996,"group2-group1"
"TRIM25","TRIM25",0.665620652173913,0.00339503267206363,0.0233498364716282,"group2-group1"
"SIAE","SIAE",0.409730124223602,0.00342716487372295,0.023515499826038,"group2-group1"
"CHMP6","CHMP6",0.67684549689441,0.00344567182605504,0.0235759153345545,"group2-group1"
"LDLRAP1","LDLRAP1",1.32624301242236,0.00345210118480648,0.0235759153345545,"group2-group1"
"LRCH4","LRCH4",1.00558183229814,0.00346392362474496,0.0236015122497191,"group2-group1"
"DCTN6","DCTN6",1.08536645962733,0.00349452951582273,0.023754673894767,"group2-group1"
"CRYGD","CRYGD",1.11706288819876,0.00361834697056095,0.0245392765544076,"group2-group1"
"DDX1","DDX1",0.787276863354037,0.00375800732885961,0.0254274431070756,"group2-group1"
"EP300","EP300",0.502961956521739,0.00380913032957113,0.0257138289915391,"group2-group1"
"CXCL10","CXCL10",0.73117049689441,0.00391148414097941,0.026343935815859,"group2-group1"
"SELP","SELP",0.537429192546584,0.00395085611065049,0.0265479365780032,"group2-group1"
"RBM19","RBM19",0.482754347826087,0.00396706932512705,0.0265957422874917,"group2-group1"
"DAG1","DAG1",0.460608074534161,0.00405147920689661,0.0270994822008211,"group2-group1"
"ENSA","ENSA",0.881249223602484,0.00412426229164421,0.0275233303161553,"group2-group1"
"NFX1","NFX1",0.825435869565217,0.00415145626916549,0.0276417008536919,"group2-group1"
"FUS","FUS",0.440804968944099,0.0041739564093331,0.0277283513283651,"group2-group1"
"AAMDC","AAMDC",0.585988043478261,0.00420882223640431,0.0278965700612467,"group2-group1"
"ACYP1","ACYP1",0.954746273291925,0.00423532907709938,0.0280087486252522,"group2-group1"
"IFNL1","IFNL1",1.28557251552795,0.00424786101636221,0.0280282116271484,"group2-group1"
"SYTL4","SYTL4",0.903515062111801,0.00427029070792627,0.0281127471605146,"group2-group1"
"UNG","UNG",0.519468944099379,0.00433181232492238,0.0284536796084227,"group2-group1"
"ATXN3","ATXN3",0.97116397515528,0.00436166612889803,0.0285855383290783,"group2-group1"
"PSMG4","PSMG4",1.00589270186335,0.00437313554898261,0.0285965888359646,"group2-group1"
"GLRX","GLRX",0.934539906832299,0.00447526910844424,0.029181209842327,"group2-group1"
"LAP3","LAP3",1.1640400621118,0.00448250537776422,0.029181209842327,"group2-group1"
"ACP1","ACP1",0.438222670807453,0.00449918430472996,0.029224701606057,"group2-group1"
"ATP5PO","ATP5PO",0.778276242236025,0.00454681071000735,0.0294685758433514,"group2-group1"
"TBL1X","TBL1X",0.807215372670808,0.00471654617646711,0.0305010275969322,"group2-group1"
"MZT1","MZT1",0.696287888198758,0.00478505675283793,0.0308757635508726,"group2-group1"
"RANBP1","RANBP1",1.07142360248447,0.00488299514842863,0.0314383145789799,"group2-group1"
"FMR1","FMR1",0.534523913043478,0.00497932389319751,0.0319880521754205,"group2-group1"
"COMMD1","COMMD1",0.637646583850932,0.0050698591896922,0.0324443564561273,"group2-group1"
"RILP","RILP",0.924290527950309,0.00508036804791857,0.0324443564561273,"group2-group1"
"MDH1","MDH1",0.528143322981367,0.00508365215768263,0.0324443564561273,"group2-group1"
"PAK4","PAK4",0.690725155279503,0.00521631992097431,0.0332185253355292,"group2-group1"
"TALDO1","TALDO1",0.613346739130434,0.00524084989591312,0.0333021831429436,"group2-group1"
"USP47","USP47",1.02572220496894,0.00541616839014964,0.0342602876491717,"group2-group1"
"BID","BID",1.14832127329193,0.00542217556200085,0.0342602876491717,"group2-group1"
"PFKFB2","PFKFB2",0.827080745341615,0.00542679205664266,0.0342602876491717,"group2-group1"
"NIT2","NIT2",1.20164565217391,0.0055348813336253,0.0348673666771266,"group2-group1"
"TNIP1","TNIP1",0.559996583850932,0.0055672917197386,0.0349961154769805,"group2-group1"
"FKBP7","FKBP7",0.441994254658385,0.00558235957435376,0.0350155301198198,"group2-group1"
"RAB2B","RAB2B",0.542751397515528,0.00562549690793843,0.035210551310287,"group2-group1"
"S100P","S100P",0.474175155279503,0.00565258550080607,0.0353045030317439,"group2-group1"
"NDUFA5","NDUFA5",0.444130279503106,0.005697208426082,0.0355073352440036,"group2-group1"
"CACNB3","CACNB3",1.43067049689441,0.00573918361800559,0.035692837692405,"group2-group1"
"AKT1S1","AKT1S1",0.942950776397515,0.00577109122769772,0.035815073585054,"group2-group1"
"SEPTIN9","SEPTIN9",0.332988975155279,0.00579721577826896,0.0358450747952156,"group2-group1"
"SMAD3","SMAD3",0.640838198757764,0.00580045172019739,0.0358450747952156,"group2-group1"
"CASP7","CASP7",0.719419720496894,0.00585725680069024,0.0361197502709232,"group2-group1"
"DNAJB2","DNAJB2",0.819483850931677,0.00589891693528851,0.0363000720038912,"group2-group1"
"ATXN10","ATXN10",0.842248757763975,0.00591362068850602,0.036314103513662,"group2-group1"
"PSME2","PSME2",0.613092546583851,0.00613443615211843,0.0375911045548054,"group2-group1"
"DDX58","DDX58",0.522192236024845,0.0061550180161697,0.0376383214670796,"group2-group1"
"FNTA","FNTA",0.388355900621118,0.00619064095012304,0.0377771262989763,"group2-group1"
"SRPK2","SRPK2",0.414499068322981,0.00631473361698963,0.0384540965884598,"group2-group1"
"SMAD2","SMAD2",0.376467080745341,0.0063347560512527,0.0384958252345357,"group2-group1"
"TXNDC5","TXNDC5",0.52117748447205,0.00640679616316919,0.0388528323339078,"group2-group1"
"DBN1","DBN1",0.496887732919254,0.00643148067215409,0.0389217764072596,"group2-group1"
"SH3BP1","SH3BP1",0.523976552795031,0.00653147584714407,0.0394452559942193,"group2-group1"
"AKT3","AKT3",0.492758385093168,0.00659870658257944,0.0397691120430509,"group2-group1"
"CNP","CNP",0.975781055900622,0.00680237520517249,0.0409122278286403,"group2-group1"
"AK1","AK1",0.980606366459627,0.00692619431466612,0.0415713880529139,"group2-group1"
"RNF41","RNF41",0.810921118012422,0.00708014846448226,0.0424083482821345,"group2-group1"
"RP2","RP2",0.513708540372671,0.00730501616153569,0.0436657714522879,"group2-group1"
"IL13RA2","IL13RA2",0.475714130434783,0.00735299524774601,0.0438628675697175,"group2-group1"
"PSIP1","PSIP1",0.507811335403727,0.00762294850067375,0.0453806078767197,"group2-group1"
"FGF2","FGF2",0.395415062111801,0.00765589265128374,0.0454840939424845,"group2-group1"
"BOLA2_BOLA2B","BOLA2_BOLA2B",1.03830900621118,0.00788715962863212,0.0466735501515516,"group2-group1"
"CD164","CD164",0.419067391304348,0.0078880375555479,0.0466735501515516,"group2-group1"
"UMOD","UMOD",-0.639256677018633,0.00806961973794096,0.0476515121090938,"group2-group1"
"EIF4EBP1","EIF4EBP1",1.04597795031056,0.00808612525204046,0.0476527099026497,"group2-group1"
"SH3GLB2","SH3GLB2",1.01786940993789,0.0081126062978649,0.0477125718484086,"group2-group1"
"UBE2B","UBE2B",0.394474689440994,0.00828224398836221,0.0486124481485597,"group2-group1"
"PHACTR2","PHACTR2",1.42028322981366,0.00832372510380907,0.0487580129828335,"group2-group1"
